% surf1x	surf1y	T (K)
-6.841836735	0.259259259	320.5444613
-6.75	0.259259259	320.4149105
-6.658163265	0.259259259	320.2853598
-6.566326531	0.259259259	320.155809
-6.474489796	0.259259259	320.0262582
-6.382653061	0.259259259	319.8914811
-6.290816327	0.259259259	319.7432516
-6.198979592	0.259259259	319.595022
-6.107142857	0.259259259	319.4489341
-6.015306122	0.259259259	319.306932
-5.923469388	0.259259259	319.1649298
-5.831632653	0.259259259	319.0229276
-5.739795918	0.259259259	318.8809255
-5.647959184	0.259259259	318.7389233
-5.556122449	0.259259259	318.5920662
-5.464285714	0.259259259	318.4442101
-5.37244898	0.259259259	318.296395
-5.280612245	0.259259259	318.1561806
-5.18877551	0.259259259	318.0159662
-5.096938776	0.259259259	317.8757518
-5.005102041	0.259259259	317.7355374
-4.913265306	0.259259259	317.595323
-4.821428571	0.259259259	317.4551086
-4.729591837	0.259259259	317.3144792
-4.637755102	0.259259259	317.1735124
-4.545918367	0.259259259	317.0325456
-4.454081633	0.259259259	316.9037225
